image_id,product_id,image_url,thumnail_ind,created_dt,modified_dt
678,455,http://shotym.com/images/USPA_Mens_Shirts/USSH3805.jpg,0,,
679,455,http://shotym.com/images/USPA_Mens_Shirts/USSH3805.jpg,1,,
680,456,http://shotym.com/images/USPA_Mens_Shirts/USSH3806.jpg,0,,
681,456,http://shotym.com/images/USPA_Mens_Shirts/USSH3806.jpg,1,,
682,457,http://shotym.com/images/USPA_Mens_Shirts/USSH3807.jpg,0,,
683,457,http://shotym.com/images/USPA_Mens_Shirts/USSH3807.jpg,1,,
684,458,http://shotym.com/images/USPA_Mens_Shirts/USSH3808.jpg,0,,
685,458,http://shotym.com/images/USPA_Mens_Shirts/USSH3808.jpg,1,,
686,459,http://shotym.com/images/USPA_Mens_Shirts/USSH3809.jpg,0,,
687,459,http://shotym.com/images/USPA_Mens_Shirts/USSH3809.jpg,1,,
688,460,http://shotym.com/images/USPA_Mens_Shirts/USSH3810.jpg,0,,
689,460,http://shotym.com/images/USPA_Mens_Shirts/USSH3810.jpg,1,,
690,461,http://shotym.com/images/USPA_Mens_Shirts/USSH3811.jpg,0,,
691,461,http://shotym.com/images/USPA_Mens_Shirts/USSH3811.jpg,1,,
692,462,http://shotym.com/images/USPA_Mens_Shirts/USSH3812.jpg,0,,
693,462,http://shotym.com/images/USPA_Mens_Shirts/USSH3812.jpg,1,,
694,463,http://shotym.com/images/USPA_Mens_Shirts/USSH3813.jpg,0,,
695,463,http://shotym.com/images/USPA_Mens_Shirts/USSH3813.jpg,1,,
696,464,http://shotym.com/images/USPA_Mens_Shirts/USSH3814.jpg,0,,
697,464,http://shotym.com/images/USPA_Mens_Shirts/USSH3814.jpg,1,,
698,465,http://shotym.com/images/USPA_Mens_Shirts/USSH3815.jpg,0,,
699,465,http://shotym.com/images/USPA_Mens_Shirts/USSH3815.jpg,1,,
700,466,http://shotym.com/images/USPA_Mens_Shirts/USSH3816.jpg,0,,
701,466,http://shotym.com/images/USPA_Mens_Shirts/USSH3816.jpg,1,,
702,467,http://shotym.com/images/USPA_Mens_Shirts/USSH3817.jpg,0,,
703,467,http://shotym.com/images/USPA_Mens_Shirts/USSH3817.jpg,1,,
704,468,http://shotym.com/images/USPA_Mens_Shirts/USSH3818.jpg,0,,
705,468,http://shotym.com/images/USPA_Mens_Shirts/USSH3818.jpg,1,,
706,469,http://shotym.com/images/USPA_Mens_Shirts/USSH3819.jpg,0,,
707,469,http://shotym.com/images/USPA_Mens_Shirts/USSH3819.jpg,1,,
708,470,http://shotym.com/images/USPA_Mens_Shirts/USSH3820.jpg,0,,
709,470,http://shotym.com/images/USPA_Mens_Shirts/USSH3820.jpg,1,,
710,471,http://shotym.com/images/USPA_Mens_Shirts/USSH3821.jpg,0,,
711,471,http://shotym.com/images/USPA_Mens_Shirts/USSH3821.jpg,1,,
712,472,http://shotym.com/images/USPA_Mens_Shirts/USSH3822.jpg,0,,
713,472,http://shotym.com/images/USPA_Mens_Shirts/USSH3822.jpg,1,,
714,473,http://shotym.com/images/USPA_Mens_Shirts/USSH3823.jpg,0,,
715,473,http://shotym.com/images/USPA_Mens_Shirts/USSH3823.jpg,1,,
716,474,http://shotym.com/images/USPA_Mens_Shirts/USSH3824.jpg,0,,
717,474,http://shotym.com/images/USPA_Mens_Shirts/USSH3824.jpg,1,,
718,475,http://shotym.com/images/USPA_Mens_Shirts/USSH3825.jpg,0,,
719,475,http://shotym.com/images/USPA_Mens_Shirts/USSH3825.jpg,1,,
720,476,http://shotym.com/images/USPA_Mens_Shirts/USSH3826.jpg,0,,
721,476,http://shotym.com/images/USPA_Mens_Shirts/USSH3826.jpg,1,,
722,477,http://shotym.com/images/USPA_Mens_Shirts/USSH3827.jpg,0,,
723,477,http://shotym.com/images/USPA_Mens_Shirts/USSH3827.jpg,1,,
724,478,http://shotym.com/images/USPA_Mens_Shirts/USSH3828.jpg,0,,
725,478,http://shotym.com/images/USPA_Mens_Shirts/USSH3828.jpg,1,,
726,479,http://shotym.com/images/USPA_Mens_Shirts/USSH3829.jpg,0,,
727,479,http://shotym.com/images/USPA_Mens_Shirts/USSH3829.jpg,1,,
728,480,http://shotym.com/images/USPA_Mens_Shirts/USSH3830.jpg,0,,
729,480,http://shotym.com/images/USPA_Mens_Shirts/USSH3830.jpg,1,,
730,481,http://shotym.com/images/USPA_Mens_Shirts/USSH3831.jpg,0,,
731,481,http://shotym.com/images/USPA_Mens_Shirts/USSH3831.jpg,1,,
732,482,http://shotym.com/images/USPA_Mens_Shirts/USSH3832.jpg,0,,
733,482,http://shotym.com/images/USPA_Mens_Shirts/USSH3832.jpg,1,,
734,483,http://shotym.com/images/USPA_Mens_Shirts/USSH3833.jpg,0,,
735,483,http://shotym.com/images/USPA_Mens_Shirts/USSH3833.jpg,1,,
736,484,http://shotym.com/images/USPA_Mens_Shirts/USSH3834.jpg,0,,
737,484,http://shotym.com/images/USPA_Mens_Shirts/USSH3834.jpg,1,,
738,485,http://shotym.com/images/USPA_Mens_Shirts/USSH3835.jpg,0,,
739,485,http://shotym.com/images/USPA_Mens_Shirts/USSH3835.jpg,1,,
740,486,http://shotym.com/images/USPA_Mens_Shirts/USSH3836.jpg,0,,
741,486,http://shotym.com/images/USPA_Mens_Shirts/USSH3836.jpg,1,,
742,487,http://shotym.com/images/USPA_Mens_Shirts/USSH3837.jpg,0,,
743,487,http://shotym.com/images/USPA_Mens_Shirts/USSH3837.jpg,1,,
744,488,http://shotym.com/images/USPA_Mens_Shirts/USSH3838.jpg,0,,
745,488,http://shotym.com/images/USPA_Mens_Shirts/USSH3838.jpg,1,,
746,489,http://shotym.com/images/USPA_Mens_Shirts/USSH3839.jpg,0,,
747,489,http://shotym.com/images/USPA_Mens_Shirts/USSH3839.jpg,1,,
748,490,http://shotym.com/images/USPA_Mens_Shirts/USSH3840.jpg,0,,
749,490,http://shotym.com/images/USPA_Mens_Shirts/USSH3840.jpg,1,,
750,491,http://shotym.com/images/USPA_Mens_Shirts/USSH3841.jpg,0,,
751,491,http://shotym.com/images/USPA_Mens_Shirts/USSH3841.jpg,1,,
752,492,http://shotym.com/images/USPA_Mens_Shirts/USSH3842.jpg,0,,
753,492,http://shotym.com/images/USPA_Mens_Shirts/USSH3842.jpg,1,,
