image_id,product_id,image_url,thumnail_ind,created_dt,modified_dt
292,98,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2258.jpg,0,,
293,98,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2258.jpg,1,,
294,99,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2259.jpg,0,,
295,99,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2259.jpg,1,,
296,149,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2310.jpg,0,,
297,149,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2310.jpg,1,,
298,150,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2311.jpg,0,,
299,150,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2311.jpg,1,,
300,151,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2312.jpg,0,,
301,151,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2312.jpg,1,,
302,151,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2312_SIDE.jpg,0,,
303,152,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2313.jpg,0,,
304,152,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2313.jpg,1,,
305,152,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2313_SIDE.jpg,0,,
306,153,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2314.jpg,0,,
307,153,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2314.jpg,1,,
308,154,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2315.jpg,0,,
309,154,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2315.jpg,1,,
310,154,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2315_SIDE.jpg,0,,
311,155,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2316.jpg,0,,
312,155,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2316.jpg,1,,
313,155,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2316_SIDE.jpg,0,,
314,156,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2317.jpg,0,,
315,156,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2317.jpg,1,,
316,156,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2317_BACK.jpg,0,,
317,157,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2318.jpg,0,,
318,157,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2318.jpg,1,,
319,158,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2319.jpg,0,,
320,158,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2319.jpg,1,,
321,159,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2320.jpg,0,,
322,159,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2320.jpg,1,,
323,160,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2321.jpg,0,,
324,160,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2321.jpg,1,,
325,160,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2321_SIDE.jpg,0,,
326,161,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2322.jpg,0,,
327,161,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2322.jpg,1,,
328,162,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2323.jpg,0,,
329,162,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2323.jpg,1,,
330,163,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2324.jpg,0,,
331,163,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2324.jpg,1,,
332,164,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2325.jpg,0,,
333,164,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2325.jpg,1,,
334,165,http://shotym.com/images/USPA-SweaterT-shirt_and_Sweatshirt/T-SHIRTS_(DENIM_CO.)/USTS2326.jpg,0,,
